-40 -100 -14 2.6962998e-06 -0.00070437003 -0.00042997999
-38 -100 -14 4.6426001e-05 -0.00072120997 -0.00042277001
-36 -100 -14 7.8873003e-05 -0.00073401997 -0.00041269997
-34 -100 -14 0.00011961 -0.00073858997 -0.00039719997
-32 -100 -14 0.00016287 -0.00073782 -0.00037831999
-30 -100 -14 0.00020808999 -0.00072982995 -0.00035498998
-28 -100 -14 0.00025483998 -0.00071145 -0.00032555001
-26 -100 -14 0.00030201001 -0.00068670994 -0.00029249999
-24 -100 -14 0.00034944 -0.00065353996 -0.00025471
-22 -100 -14 0.00039589999 -0.00060911995 -0.00021084001
-20 -100 -14 0.00044121998 -0.00055813999 -0.00016350999
-18 -100 -14 0.00048474997 -0.00049867999 -0.00011174999
-16 -100 -14 0.00052457 -0.00042873001 -5.4711996e-05
-14 -100 -14 0.00056164997 -0.00035304 5.1520001e-06
-12 -100 -14 0.00059487997 -0.00027014001 6.8522997e-05
-10 -100 -14 0.00061848998 -0.00017927999 0.00013558001
-8 -100 -14 0.00064812996 -8.5259002e-05 0.00020408
-6 -100 -14 0.00066515 1.4696e-05 0.00027511999
-4 -100 -14 0.00067585998 0.00011797 0.00034743999
-2 -100 -14 0.00067996996 0.00022332999 0.00042035998
0 -100 -14 0.00067734998 0.00032947998 0.00049322
2 -100 -14 0.00066780997 0.00043508 0.00056531001
4 -100 -14 0.00065151998 0.00053880998 0.00063596998
6 -100 -14 0.00062860997 0.00063934998 0.00070449
8 -100 -14 0.00059935998 0.00073540001 0.00077022996
10 -100 -14 0.00055524998 0.00082396 0.00083149993
12 -100 -14 0.00052164 0.00090864999 0.00089049997
14 -100 -14 0.00047625997 0.00098369992 0.00094387995
16 -100 -14 0.00042714999 0.0010502 0.00099231
18 -100 -14 0.00037543999 0.0011098 0.0010368
20 -100 -14 0.00032031999 0.0011571 0.0010741999
22 -100 -14 0.00026380998 0.0011944999 0.0011057999
24 -100 -14 0.00020647999 0.0012243 0.0011329
26 -100 -14 0.0001489 0.0012409999 0.0011522999
28 -100 -14 9.2276998e-05 0.001248 0.0011659
30 -100 -14 3.6635e-05 0.0012476 0.0011749
32 -100 -14 -1.6369999e-05 0.0012355 0.0011765
34 -100 -14 -6.6446999e-05 0.0012152001 0.0011729
36 -100 -14 -0.00011316 0.0011889 0.0011652
38 -100 -14 -0.00014977 0.0011534999 0.0011512999
40 -100 -14 -0.00019835 0.0011138 0.0011340999
